,Tahun,Quarter,Provinsi,Bawang Merah,Bawang Putih,Beras,Cabai Merah,Cabai Rawit,Daging Ayam,Daging Sapi,Gula Pasir,Minyak Goreng,Telur Ayam,index
26,2016,1,SEMUA PROVINSI,41250.0,37591.66666666666,11270.833333333336,43045.833333333336,39712.5,32541.66666666667,114850.0,16270.833333333336,13591.666666666664,22166.66666666667,2204.185
27,2016,1,SULAWESI BARAT,41613.63636363636,33318.181818181816,9350.0,30636.363636363636,24818.181818181816,32818.181818181816,113750.0,16750.0,13950.0,18186.36363636364,2034.2554545454543
28,2016,1,SULAWESI SELATAN,36668.181818181816,33981.818181818184,9709.09090909091,28145.454545454544,24872.727272727272,23159.090909090908,101245.45454545453,15972.727272727272,13272.727272727272,18018.18181818182,1826.7850000000005
29,2016,1,SULAWESI TENGAH,44575.0,38956.25,10106.25,31162.5,30975.0,26062.5,106500.0,16118.75,14412.5,21500.0,1988.840625
30,2016,1,SULAWESI TENGGARA,46800.0,42045.454545454544,10368.181818181818,29981.818181818184,37945.454545454544,28881.818181818184,112272.72727272726,16845.454545454544,13363.636363636364,20904.545454545456,2076.9918181818184
31,2016,1,SULAWESI UTARA,47409.09090909091,42386.36363636364,11818.181818181818,36504.545454545456,27536.363636363636,29886.363636363636,94159.09090909091,17286.363636363636,13422.727272727272,23209.090909090908,2068.483181818182
32,2016,1,SUMATERA BARAT,30700.0,34068.181818181816,12927.272727272728,55636.36363636363,46713.63636363637,38340.90909090909,125909.09090909091,15831.818181818182,12863.636363636364,20545.454545454544,2403.8977272727275
33,2016,1,SUMATERA SELATAN,45045.454545454544,39050.0,10840.90909090909,58181.81818181818,53977.272727272735,27990.90909090909,128186.36363636365,14863.636363636364,12881.818181818182,18468.18181818182,2263.6295454545448
34,2016,1,SUMATERA UTARA,31727.272727272728,33304.545454545456,10318.181818181818,54418.181818181816,42731.81818181818,28809.090909090908,111686.36363636363,15645.454545454546,13004.545454545454,17750.0,2079.2786363636365
35,2016,2,ACEH,35855.0,22850.0,9810.0,61825.0,44665.0,27030.0,126405.0,16100.0,13765.0,22295.0,2186.719
36,2016,2,BALI,34765.0,32330.0,10635.0,31740.0,29520.0,32335.0,102210.0,15540.0,13675.0,18555.0,1992.474
37,2016,2,BANTEN,40230.0,35850.0,10885.0,47125.0,36835.0,33050.0,114760.0,15390.0,12360.0,21190.0,2182.2545
38,2016,2,BENGKULU,40225.0,36750.0,10400.0,54480.0,44500.0,31450.0,126000.0,15860.0,13040.0,20370.0,2250.4585
39,2016,2,DI YOGYAKARTA,36050.0,34175.0,10650.0,38280.0,29775.0,30325.0,114400.0,15060.0,12410.0,18510.0,2062.183
40,2016,2,DKI JAKARTA,41825.0,40375.0,10870.0,52020.0,41260.0,30320.0,123750.0,15995.0,13425.0,20210.0,2240.857
41,2016,2,GORONTALO,46150.0,39950.0,10215.0,29275.0,21800.0,40500.0,110000.0,17225.0,14150.0,21640.0,2179.5345
42,2016,2,JAMBI,30600.0,34285.0,11480.0,47235.0,38260.0,28160.0,123880.0,15530.0,12695.0,18860.0,2158.7645
43,2016,2,JAWA BARAT,37595.0,36165.0,10345.0,47500.0,39140.0,32140.0,122300.0,15880.0,13055.0,20070.0,2191.579
44,2016,2,JAWA TENGAH,36150.0,34325.0,10005.0,39125.0,32265.0,30750.0,114165.0,15255.0,12620.0,18875.0,2052.9065
45,2016,2,JAWA TIMUR,34930.0,32070.0,9975.0,34780.0,25400.0,28220.0,109580.0,14730.0,12805.0,17990.0,1954.322
46,2016,2,KALIMANTAN BARAT,41880.0,36455.0,13370.0,40870.0,42745.0,26930.0,126510.0,15540.0,14225.0,24090.0,2294.0265
47,2016,2,KALIMANTAN SELATAN,43170.0,35310.0,13685.0,37320.0,45780.0,33645.0,127395.0,16215.0,13365.0,21400.0,2365.0870000000004
48,2016,2,KALIMANTAN TENGAH,45505.0,37905.0,13895.0,56695.0,46135.0,31550.0,125000.0,16475.0,14435.0,23310.0,2437.423500000001
49,2016,2,KALIMANTAN TIMUR,44365.0,38100.0,12115.0,40345.0,40510.0,28270.0,119620.0,16285.0,15040.0,22180.0,2222.592
50,2016,2,KALIMANTAN UTARA,48650.0,39250.0,12625.0,42875.0,44205.0,37750.0,101750.0,15695.0,13605.0,22725.0,2271.2410000000004
51,2016,2,KEPULAUAN BANGKA BELITUNG,40758.333333333336,36116.66666666666,11241.666666666664,63266.66666666666,45075.0,31675.0,116841.66666666669,14291.666666666664,12041.666666666664,20066.666666666668,2248.885
52,2016,2,KEPULAUAN RIAU,23075.0,35005.0,12700.0,50490.0,37765.0,32480.0,109700.0,15470.0,12585.0,25025.0,2204.5865
53,2016,2,LAMPUNG,33850.0,32780.0,10935.0,47905.0,42265.0,26360.0,114125.0,14960.0,13130.0,18680.0,2071.65
54,2016,2,MALUKU,51945.0,42535.0,12295.0,50965.0,41955.0,35575.0,106520.0,17885.0,15670.0,34385.0,2404.3585
55,2016,2,MALUKU UTARA,56500.0,52050.0,12110.0,43175.0,45070.0,34925.0,116000.0,17800.0,15270.0,28240.0,2406.1515000000004
56,2016,2,NUSA TENGGARA BARAT,33290.0,32595.0,9115.0,32650.0,21230.0,37005.0,113170.0,14950.0,13465.0,19155.0,2043.725
57,2016,2,NUSA TENGGARA TIMUR,33605.0,41510.0,10825.0,40360.0,28045.0,35340.0,96250.0,15900.0,13710.0,22900.0,2074.0465
58,2016,2,PAPUA,57320.0,44385.0,11685.0,41205.0,50930.0,38100.0,110915.0,18585.0,14720.0,30715.0,2405.342
59,2016,2,PAPUA BARAT,55375.0,48500.0,12700.0,45690.0,57690.0,36945.0,106500.0,18260.0,16825.0,29440.0,2432.576
60,2016,2,RIAU,31425.0,34140.0,11780.0,57270.0,44745.0,29680.0,110230.0,15445.0,13070.0,22480.0,2181.546500000001
61,2016,2,SEMUA PROVINSI,40715.0,37165.0,11235.0,43645.0,38380.0,31685.0,114275.0,16060.0,13610.0,21875.0,2184.388
62,2016,2,SULAWESI BARAT,42600.0,33850.0,9370.0,29790.0,24640.0,32450.0,113750.0,16705.0,13965.0,18255.0,2031.3075
63,2016,2,SULAWESI SELATAN,38030.0,33675.0,9695.0,25375.0,22790.0,23190.0,102030.0,15950.0,13310.0,18350.0,1824.0325
64,2016,2,SULAWESI TENGAH,45750.0,39262.5,10143.75,29937.5,30300.0,26343.75,107031.25,16062.5,14468.75,21812.5,1997.413125
65,2016,2,SULAWESI TENGGARA,47445.0,41600.0,10360.0,28460.0,36240.0,28830.0,111750.0,16795.0,13185.0,21195.0,2066.9
66,2016,2,SULAWESI UTARA,49027.77777777778,43000.0,11800.0,33805.555555555555,24950.0,30000.0,94027.77777777777,17288.88888888889,13422.222222222224,22888.88888888889,2058.633333333333
67,2016,2,SUMATERA BARAT,30375.0,34750.0,12880.0,56175.0,49340.0,37375.0,126000.0,15745.0,12950.0,20480.0,2396.2595
68,2016,2,SUMATERA SELATAN,44505.0,39005.0,10860.0,57290.0,54135.0,28090.0,128130.0,14855.0,13090.0,18365.0,2260.9245
69,2016,2,SUMATERA UTARA,32225.0,33485.0,10375.0,56145.0,43445.0,28545.0,112070.0,15440.0,13055.0,17880.0,2089.674
70,2016,3,ACEH,35801.041666666664,23031.25,9730.208333333334,47453.125,41439.583333333336,28819.79166666667,126921.875,16754.166666666668,13763.541666666664,22900.0,2158.5009375
71,2016,3,BALI,36087.77777777778,31443.33333333333,10643.333333333334,28002.222222222223,30078.888888888887,33565.555555555555,102675.55555555556,15870.0,13620.0,18976.666666666668,2003.7911111111111
72,2016,3,BANTEN,39989.53488372093,35411.62790697674,10911.627906976744,41388.37209302326,36782.558139534885,33088.37209302326,112683.72093023256,15713.953488372092,12332.558139534884,21670.93023255814,2153.5259302325585
73,2016,3,BENGKULU,39609.756097560974,36054.87804878049,10321.951219512195,46581.70731707317,42698.780487804885,33945.12195121951,126463.41463414633,15936.585365853658,13023.170731707316,20748.78048780488,2248.477073170732
74,2016,3,DI YOGYAKARTA,36805.55555555556,33966.666666666664,10653.333333333334,33311.11111111112,27842.222222222223,31205.55555555556,114533.33333333331,15396.666666666664,12426.666666666664,19121.11111111111,2060.576555555555
75,2016,3,DKI JAKARTA,41022.72727272727,39823.86363636364,10831.818181818182,44530.681818181816,41723.86363636364,30419.318181818184,123750.0,16153.409090909092,13430.681818181818,20628.40909090909,2213.898409090909
76,2016,3,GORONTALO,48401.96078431373,39892.1568627451,10400.980392156862,33196.078431372545,22627.450980392157,49411.76470588236,110000.0,17376.470588235294,14163.725490196079,21710.78431372549,2316.9328431372546
77,2016,3,JAMBI,32231.25,34150.0,11625.0,38590.625,34502.083333333336,31281.25,125339.58333333331,15687.5,12641.666666666664,18927.08333333333,2178.9673958333333
78,2016,3,JAWA BARAT,38491.17647058824,35694.117647058825,10481.372549019608,37346.078431372545,36153.921568627455,32721.568627450983,122794.11764705885,16188.235294117649,12908.823529411766,20433.33333333333,2170.2506862745104
79,2016,3,JAWA TENGAH,37068.627450980384,33561.76470588235,10003.921568627453,31057.843137254902,30913.72549019608,31914.70588235294,114347.0588235294,15583.333333333336,12732.35294117647,19465.686274509804,2044.0155882352944
80,2016,3,JAWA TIMUR,35835.416666666664,31787.5,10059.375,28689.58333333333,24553.125,29219.79166666667,110789.58333333331,15054.166666666664,12892.708333333336,18421.875,1960.2922916666666
81,2016,3,KALIMANTAN BARAT,41979.26829268293,34851.219512195115,13468.292682926829,38895.12195121951,42413.414634146335,28300.0,126500.0,15791.463414634149,13773.170731707316,24558.53658536585,2305.872317073171
82,2016,3,KALIMANTAN SELATAN,45269.607843137244,35654.901960784315,13673.529411764706,37545.098039215685,45592.1568627451,34603.921568627455,127409.80392156866,16611.76470588235,13300.980392156864,21956.86274509804,2388.9771568627452
83,2016,3,KALIMANTAN TENGAH,47123.91304347825,38086.95652173913,14094.565217391304,59427.17391304348,48466.30434782608,33385.869565217385,125000.0,16751.08695652174,14370.652173913044,23434.78260869565,2487.1338043478268
84,2016,3,KALIMANTAN TIMUR,46327.08333333334,38158.333333333336,12162.5,42860.41666666666,43756.25,31126.04166666667,119263.54166666669,16808.333333333332,14735.416666666664,21770.83333333333,2274.1836458333332
85,2016,3,KALIMANTAN UTARA,48838.54166666666,39026.04166666666,12646.875,41615.625,44528.125,37906.25,103269.79166666669,16009.375,13587.5,22619.79166666667,2279.704166666667
86,2016,3,KEPULAUAN BANGKA BELITUNG,41633.333333333336,36345.833333333336,11245.833333333336,61437.5,49841.66666666666,32216.66666666667,116495.83333333331,14400.0,12275.0,19495.83333333333,2253.9387500000007
87,2016,3,KEPULAUAN RIAU,24596.590909090908,33903.40909090909,12761.363636363636,45401.13636363637,35452.27272727273,32995.454545454544,109502.27272727274,15809.090909090908,12546.590909090908,24669.318181818184,2191.843068181818
88,2016,3,LAMPUNG,36264.130434782615,32357.60869565217,11077.17391304348,42551.086956521736,44490.21739130434,27442.391304347828,116195.65217391304,15271.739130434782,13083.695652173914,19126.08695652174,2096.0156521739127
89,2016,3,MALUKU,54770.83333333334,43047.91666666666,12338.541666666664,50779.16666666666,42186.458333333336,36145.833333333336,106069.79166666669,18371.875,15612.5,34203.125,2419.925520833333
90,2016,3,MALUKU UTARA,56882.352941176476,52024.50980392157,12004.901960784311,43398.03921568627,45909.80392156863,36210.78431372549,116960.78431372551,17647.058823529413,15314.705882352939,27152.941176470587,2418.388725490196
91,2016,3,NUSA TENGGARA BARAT,34209.375,32006.25,9102.083333333334,25378.125,21540.625,35551.041666666664,114913.54166666669,15302.083333333336,13565.625,19976.041666666668,2019.1760416666666
92,2016,3,NUSA TENGGARA TIMUR,31334.0,40855.0,10881.0,39908.0,29754.0,37609.0,93925.0,16390.0,13456.0,23564.0,2088.1385
93,2016,3,PAPUA,56500.98039215687,44224.50980392157,12130.392156862745,42432.35294117647,52290.19607843137,37196.078431372545,117070.58823529413,19213.72549019608,14825.490196078432,28062.745098039213,2437.607254901961
94,2016,3,PAPUA BARAT,56822.91666666666,49362.5,12713.541666666664,48573.95833333334,62513.54166666666,36965.625,107109.375,18532.291666666668,16830.208333333332,30198.95833333333,2466.0990624999995
95,2016,3,RIAU,31773.255813953485,33629.06976744186,11766.279069767445,50758.13953488372,42468.6046511628,31362.79069767442,110048.83720930232,15711.627906976742,13051.162790697674,22738.372093023256,2176.273372093023
96,2016,3,SEMUA PROVINSI,41902.94117647059,37233.333333333336,11295.098039215689,39407.8431372549,38027.45098039216,33562.74509803922,114676.47058823529,16470.58823529412,13630.392156862745,22171.568627450983,2203.2841176470592
97,2016,3,SULAWESI BARAT,43784.88372093023,33895.348837209305,9370.930232558141,32083.720930232557,24343.023255813954,33343.023255813954,114551.16279069768,16837.20930232558,13887.20930232558,18262.79069767442,2058.709534883721
98,2016,3,SULAWESI SELATAN,38609.782608695656,33286.95652173913,9718.478260869566,26501.08695652174,24582.60869565217,25801.08695652174,100998.91304347826,16279.347826086956,13267.391304347828,18269.565217391304,1858.65902173913
99,2016,3,SULAWESI TENGAH,46348.484848484855,39609.09090909091,10245.454545454546,31056.06060606061,31084.848484848488,25322.727272727272,105710.60606060605,16234.848484848484,14692.424242424244,22395.454545454544,1994.8219696969695
100,2016,3,SULAWESI TENGGARA,47769.79166666666,43604.16666666666,10285.416666666666,30543.75,38771.875,28325.0,112291.66666666669,16983.333333333332,12960.416666666664,21362.5,2077.3847916666664
101,2016,3,SULAWESI UTARA,51036.45833333334,43776.04166666666,11765.625,33255.208333333336,24868.75,34062.5,93482.29166666669,17304.166666666668,13708.333333333336,23771.875,2115.485625
102,2016,3,SUMATERA BARAT,31060.41666666667,33917.708333333336,12769.791666666664,45398.95833333334,46837.5,39601.04166666666,125859.375,15932.291666666664,12978.125,20983.33333333333,2379.916875
103,2016,3,SUMATERA SELATAN,45910.41666666666,39696.875,10923.958333333334,50487.5,52372.91666666666,30595.83333333333,129298.95833333331,15112.5,13063.541666666664,18682.291666666668,2281.459895833333
104,2016,3,SUMATERA UTARA,32413.54166666667,32753.125,10303.125,44011.45833333334,39083.333333333336,30134.375,110727.08333333331,15804.166666666664,13070.833333333336,17011.458333333332,2043.024270833333
105,2016,4,ACEH,35284.04255319149,24012.765957446813,10021.27659574468,71981.91489361702,51244.68085106383,27443.6170212766,126612.7659574468,15481.914893617019,13731.914893617022,21360.63829787234,2237.6882978723397
106,2016,4,BALI,35092.55319148936,33203.1914893617,10619.148936170212,37802.12765957447,36314.89361702128,32702.127659574468,101845.74468085106,14965.957446808508,13790.425531914894,18284.042553191488,2023.6241489361703
107,2016,4,BANTEN,38628.72340425532,37000.0,10856.382978723404,56722.340425531926,49956.382978723406,34763.82978723404,115967.02127659574,15050.0,12386.170212765957,21009.574468085106,2255.8691489361704
108,2016,4,BENGKULU,37461.95652173913,37391.30434782609,10485.869565217392,58848.91304347825,47455.43478260869,32500.0,125298.91304347824,15661.95652173913,13110.869565217392,19779.34782608696,2270.675108695652
109,2016,4,DI YOGYAKARTA,34196.8085106383,35819.14893617021,10650.0,49543.617021276594,42171.27659574468,30867.021276595744,114400.0,14401.063829787234,12321.27659574468,18786.17021276596,2121.75085106383
110,2016,4,DKI JAKARTA,41867.021276595755,40962.765957446805,10961.702127659577,63095.744680851065,54193.617021276594,30551.063829787243,123750.0,15636.170212765957,13419.148936170212,20270.212765957447,2304.506914893617
111,2016,4,GORONTALO,43010.204081632655,39989.79591836735,10141.836734693878,34071.42857142857,28581.632653061224,36326.530612244904,110000.0,16941.836734693876,14263.265306122448,22643.87755102041,2150.061326530612
112,2016,4,JAMBI,30994.565217391304,36157.608695652176,11455.434782608696,55210.869565217385,48029.34782608696,29011.956521739125,123168.47826086955,15193.478260869566,12775.0,18632.60869565217,2207.5415217391305
113,2016,4,JAWA BARAT,37182.65306122449,37175.51020408164,10366.326530612243,54638.77551020408,50071.428571428565,32300.0,122878.57142857145,15460.204081632652,13021.428571428569,20012.244897959186,2236.068265306122
114,2016,4,JAWA TENGAH,36214.28571428572,35297.95918367347,9977.551020408164,46452.04081632653,44222.448979591834,31118.367346938776,113435.71428571428,14981.632653061222,12718.367346938778,18958.163265306124,2096.1425510204085
115,2016,4,JAWA TIMUR,36101.06382978724,32879.787234042546,9970.212765957447,41488.29787234042,36080.85106382979,28753.191489361703,108169.1489361702,14434.042553191492,12751.063829787234,18096.808510638297,1994.532021276596
116,2016,4,KALIMANTAN BARAT,40159.782608695656,36798.91304347826,13338.04347826087,42532.608695652176,51001.086956521736,27152.17391304348,124953.26086956523,15126.08695652174,13563.04347826087,24426.08695652174,2295.0557608695653
117,2016,4,KALIMANTAN SELATAN,39541.83673469388,35830.612244897966,13715.30612244898,38550.0,55605.10204081632,34627.551020408166,127350.0,15663.265306122448,13330.612244897959,21402.04081632653,2382.347244897959
118,2016,4,KALIMANTAN TENGAH,42157.44680851064,38500.0,13737.234042553191,57600.0,52520.212765957454,33357.44680851064,125400.0,16096.8085106383,14584.042553191492,23208.510638297877,2456.58
119,2016,4,KALIMANTAN TIMUR,42438.29787234042,39588.29787234042,12140.425531914894,45651.063829787236,47779.787234042546,29758.510638297877,118306.3829787234,16031.914893617019,15455.319148936169,21360.63829787234,2255.234574468085
120,2016,4,KALIMANTAN UTARA,47127.65957446809,38420.212765957454,12625.531914893618,43510.63829787234,46435.10638297872,37632.978723404245,98995.74468085106,15234.042553191492,13663.829787234043,22494.680851063833,2249.3815957446805
121,2016,4,KEPULAUAN BANGKA BELITUNG,42348.86363636364,37011.36363636364,11234.090909090908,71540.90909090909,57153.40909090909,33005.681818181816,117193.18181818182,14242.045454545454,11776.136363636364,20727.272727272728,2321.738181818182
122,2016,4,KEPULAUAN RIAU,21584.042553191488,36854.255319148935,12591.489361702128,59409.574468085106,45982.978723404245,32400.0,110048.93617021275,14665.957446808508,12851.063829787234,25440.425531914894,2244.0952127659575
123,2016,4,LAMPUNG,31744.680851063833,33589.36170212766,10635.106382978724,53387.2340425532,46488.29787234042,27312.765957446813,110440.42553191491,14600.0,13043.617021276597,18980.85106382979,2070.578617021277
124,2016,4,MALUKU,51685.10638297872,42437.234042553195,12255.319148936169,52694.68085106383,43677.65957446808,34986.17021276596,107140.42553191491,17455.31914893617,15664.893617021276,34735.10638297872,2407.1998936170216
125,2016,4,MALUKU UTARA,56938.775510204076,49602.04081632653,12121.428571428569,44336.73469387755,46615.30612244899,34551.02040816326,113061.22448979592,17775.51020408163,15211.22448979592,28563.265306122452,2389.879693877551
126,2016,4,NUSA TENGGARA BARAT,33065.95744680851,34082.978723404245,9115.95744680851,40756.382978723406,28682.978723404256,38284.04255319149,110960.63829787234,14734.042553191492,13290.425531914894,18498.936170212764,2081.101808510638
127,2016,4,NUSA TENGGARA TIMUR,37504.255319148935,42526.595744680846,10806.382978723404,50300.0,37288.29787234042,36522.34042553192,99521.27659574467,15461.702127659575,14080.851063829788,22754.25531914893,2167.4705319148934
128,2016,4,PAPUA,55652.04081632653,44410.204081632655,11565.30612244898,41481.63265306123,52096.938775510214,37622.44897959184,110752.04081632652,18041.83673469388,14764.285714285714,34321.42857142857,2413.3726530612244
129,2016,4,PAPUA BARAT,55157.608695652176,50366.30434782608,12703.260869565218,51257.608695652176,64735.869565217385,37659.782608695656,107255.43478260867,17982.608695652172,16740.217391304348,29872.82608695652,2478.983260869565
130,2016,4,RIAU,31509.574468085102,34814.89361702128,11843.617021276597,68521.27659574468,52844.68085106383,30359.574468085102,109992.55319148935,14865.957446808508,13227.659574468084,22315.957446808512,2241.006808510638
131,2016,4,SEMUA PROVINSI,40078.57142857143,37953.061224489786,11241.836734693878,49119.38775510204,44972.448979591834,32437.755102040814,114067.3469387755,15709.183673469388,13644.897959183674,22134.69387755102,2220.855408163265
132,2016,4,SULAWESI BARAT,41358.69565217391,34331.52173913043,9341.304347826086,34963.04347826087,24167.391304347828,32668.478260869564,113750.0,16511.956521739132,13952.17391304348,18223.91304347826,2047.2760869565216
133,2016,4,SULAWESI SELATAN,37401.06382978724,34697.87234042553,9713.829787234044,32261.70212765957,28228.723404255317,23105.319148936167,100887.2340425532,15337.234042553191,13297.872340425532,18680.85106382979,1848.3574468085108
134,2016,4,SULAWESI TENGAH,45056.382978723406,41126.595744680846,10021.27659574468,32872.34042553192,29872.340425531915,25578.723404255317,107206.3829787234,15988.297872340425,14221.27659574468,21276.59574468085,1990.6658510638297
135,2016,4,SULAWESI TENGGARA,45835.10638297872,41342.55319148936,10443.617021276596,33291.48936170213,35414.89361702128,30429.787234042553,111861.70212765958,16396.808510638297,13757.446808510636,21343.617021276597,2103.7880851063833
136,2016,4,SULAWESI UTARA,46755.81395348837,43029.06976744186,11796.511627906975,37654.651162790695,30344.18604651163,35023.25581395349,90202.32558139533,16526.744186046508,13405.813953488372,24680.23255813953,2118.793255813953
137,2016,4,SUMATERA BARAT,30220.212765957447,35407.44680851064,13256.382978723403,63395.744680851065,57750.0,37389.36170212766,126170.21276595745,15470.212765957449,13105.319148936169,20380.85106382979,2448.8594680851065
138,2016,4,SUMATERA SELATAN,40188.29787234042,38761.70212765958,10713.829787234044,62310.638297872334,59913.82978723403,28451.063829787243,125848.93617021275,14272.340425531916,13035.106382978724,19119.14893617021,2261.0385106382982
139,2016,4,SUMATERA UTARA,32537.234042553187,34323.404255319154,10511.702127659577,63001.063829787236,50559.574468085106,29389.361702127662,114665.95744680849,15088.297872340425,13086.170212765957,19040.425531914894,2163.3664893617024
140,2017,1,ACEH,30778.44827586207,26705.172413793105,10348.275862068966,30719.82758620689,37711.20689655173,26393.103448275866,128604.31034482758,14781.034482758621,14368.965517241379,21193.103448275866,2069.3325862068964
141,2017,1,BALI,32040.90909090909,32945.454545454544,10652.727272727272,31216.363636363636,68747.27272727272,32478.181818181816,103436.36363636363,14449.090909090908,14307.272727272728,18570.0,2042.230181818182
142,2017,1,BANTEN,34463.793103448275,37283.62068965517,10898.275862068966,39032.758620689645,80314.6551724138,34239.65517241379,116650.86206896552,14807.758620689656,12884.48275862069,20523.275862068964,2215.9262931034477
143,2017,1,BENGKULU,35025.862068965514,37034.48275862069,10808.620689655172,38185.34482758621,54931.03448275862,31629.310344827587,125409.48275862071,15281.034482758621,13099.137931034482,19792.241379310344,2196.7684482758623
144,2017,1,DI YOGYAKARTA,32283.898305084746,37072.03389830508,10655.084745762713,32049.15254237288,65044.91525423728,30377.1186440678,114300.84745762713,14058.474576271186,12923.728813559324,18385.593220338986,2076.0038135593218
