Tahun,Quarter,Daging Sapi,Bawang Merah,Cement Consumption,Minyak Goreng Curah,Motorcycle Sales,Kredit Konsumsi,Telur Ayam Ras,IHSG,Cabe Merah Keriting,Gula Pasir,Nilai Tukar Petani,Minyak Dunia,Retail Growth,Daging Ayam Broiler,Exchange Rate,IKK,Cabe Merah Biasa,Car Sales,DPK,Beras,Daya Beli Nasional
2013,1,20.256232409229867,106.68144607684722,8.692295218784363,-11.80729841970808,1.5102421367547025,18.90012143999813,6.540830309452583,19.881714432261056,-0.8084689609741957,13.42874716150748,0.08563273073263211,-4.825877051216665,3.118735193970798,2.8250399906510015,6.988020428816832,8.853681267474368,6.195780471767476,18.01060479209029,14.761666327550671,3.7121568239359304,3.006638795424287
2013,2,19.15462734034019,114.86716383845112,6.523376161308514,-13.674738157187893,10.852798110553197,17.95470383758,5.008460738649512,21.825336733427257,17.36920793067618,4.335269776666872,0.17180490598454057,-2.785185962419612,4.066679913968756,5.789849636616395,5.3017899280983105,2.3601398601398538,18.27019050884744,7.614852108244197,14.156381635904335,4.463945869757224,1.6526577075772986
2013,3,16.45904735517054,242.71039071306802,1.2454554542646212,-10.26586989832694,14.642328273612893,17.187012525422716,11.329469050780517,1.2578119116653186,32.06174447338543,-4.239820658295068,-0.8930267908037304,-1.7069319462245436,2.4944680380426805,16.163653763573382,12.015928402220721,-9.005947323704344,40.93434496838739,8.890754867357442,15.614389191188337,5.133053995998904,4.848276599210832
2013,4,13.045932692906948,103.25560467695531,5.966572136791948,1.0172820774140279,12.66867479263436,13.668055437462812,8.842366944016344,-0.9847830060414453,69.74265957004988,-2.799110608899402,-0.5391600454029422,1.4460331728392228,3.1251171807974267,16.506203298471167,20.376900079671213,0.0859106529209619,75.26575423320165,7.254770550126222,13.604436068731275,4.287204158442548,3.4562862274203816
2014,1,13.00886489191948,-9.236321134160407,3.5925543775843005,14.549729765663443,1.1844863197082889,12.931884276803673,6.215640319377824,-3.495435931208868,12.298189423836892,-5.163632830314069,-3.2322464112558125,-4.133926848802039,2.7608709974351644,9.399801946024478,21.874410171643643,1.1986301369863117,14.021409254872585,10.977818017202324,11.560662272565803,6.470010061822151,5.723313752207714
2014,2,11.529042258794608,-32.2705779123969,3.641918969535829,16.654410948564813,13.00586648461799,12.719629494336825,8.7551100450032,1.238603455771492,-31.62540494454046,-8.618815893579646,-2.9252024773701812,4.7222841968361795,-0.16957151415560526,11.311018944324625,18.528723983848284,-0.6831767719897464,-26.581021919647917,2.459080662550228,13.639416146653272,6.299957839464199,5.084130256885565
2014,3,10.000662747574474,-49.419090697457705,2.21399482611333,14.390622256727159,-0.8933716344598497,10.138876251520701,3.2609407058989737,19.03080411920184,-35.506354048545596,-10.146286165602081,-2.1664110429447714,-15.699934406766026,2.1814709491331428,0.27376757908770255,10.413844980878029,11.85807656395892,-37.66712784887078,-5.059729973467886,13.31792292413223,6.135691797530551,7.034381374819421
2014,4,7.3557807899413685,-31.528477561246692,2.979972164908329,6.993222250240549,-7.092769843041746,11.507296564135627,8.438456363023562,22.29130894672824,50.1977720306263,-7.200371439077147,-2.653352353780325,-42.99669966054467,-2.168739118450071,-2.9954018642084246,5.487347655588115,0.0,38.95416550246282,-14.39980601297599,12.294103005266432,11.19897974011501,0.05773923081160426
2015,1,2.884311818651142,-0.16668775720716233,-0.7607685176680201,-1.279693868043097,-19.10375409006505,11.55925264410147,7.955101569239154,15.737298818839607,11.745790568677705,-2.826031415468344,0.3929659102072769,-48.8786251031607,-0.8994399266111903,-1.4943122609392345,8.155844643427002,-1.0998307952622688,3.026975513233743,-14.050794365922748,16.044851611248447,12.35576092448023,4.097276563792774
2015,2,4.942206216194833,36.42265325451386,-1.9012999073879433,-3.905482689766293,-29.25937614116393,9.91909798430084,10.249950874226887,0.6574861301910762,34.73843903200324,10.988970044985336,-1.8256772673733823,-43.62316506014703,-0.1389961991790886,0.5656334651525929,12.955039410739943,-4.299226139294932,34.66098816912875,-22.470082935555148,12.654729961092738,12.95971931819009,-1.9122885071945372
2015,3,8.127213465386118,-8.343851721428875,4.46128609342209,-5.739219865924183,-11.00152056655428,10.109532905785468,7.096001055412127,-17.784076896919785,70.30343252157945,16.679449487062303,-0.7642563198118735,-48.10966161780541,-5.091327201119053,4.542711462456439,17.777599062298364,-18.61435726210351,59.31810082228173,-17.67936976655343,11.71929647182306,13.377613047638715,-0.8628631688354593
2015,4,8.02906612850489,19.389449016126537,8.601839025890957,-6.875033906073935,-8.56493435988276,9.085172628933979,10.480659781126512,-12.128284445968173,-42.22097616791677,13.692598269695555,0.5763970300898924,-38.449142621031605,-0.7703521873473558,8.10776171607339,12.408527223966527,-7.725321888412018,-42.476500834714784,-9.629164230382315,7.2582769867928,11.063667343165463,0.9668818700527604
2016,1,10.659242492663834,48.40499701880918,4.666116093122308,-7.1977538147546145,-6.26618726102669,9.12910156159219,11.727865791821701,-12.200464785478404,15.496517625009032,16.217041425859335,0.039142773265488096,-35.981594931634596,-1.4886613269246478,11.546343101606894,5.615614883054132,-6.073567151411474,31.73442856481912,-5.330377128609087,6.439753278313098,8.293389508491522,4.846165143362401
2016,2,10.308259519733177,30.318873225083777,1.734923881246453,1.1149013048167733,-7.054850524402556,8.838457844648474,7.8389985218573655,2.158346193117122,16.157659512593938,16.967434645657264,1.5296940611877696,-23.90752479519258,6.862761866901161,5.423090715601231,1.4925860522831957,2.1563342318059453,12.80185348246814,8.914360448617508,5.901315099557869,6.844304710079996,8.026267365767481
